labeled_image,preprocessed_index
c_299.jpg,train-238
c_3.jpg,test-91
c_30.jpg,train-239
c_300.jpg,train-240
c_301.jpg,train-241
c_302.jpg,train-242
c_303.jpg,train-243
c_304.jpg,validation-76
c_305.jpg,test-92
c_306.jpg,test-93
c_307.jpg,train-244
c_308.jpg,validation-77
c_309.jpg,train-245
c_31.jpg,validation-78
c_310.jpg,validation-79
c_311.jpg,test-94
c_312.jpg,train-246
c_313.jpg,test-95
c_314.jpg,train-247
c_315.jpg,train-248
c_316.jpg,validation-80
c_317.jpg,train-249
c_318.jpg,train-250
c_319.jpg,train-251
c_32.jpg,train-252
c_320.jpg,train-253
c_321.jpg,validation-81
c_322.jpg,train-254
c_323.jpg,test-96
c_324.jpg,validation-82
c_325.jpg,validation-83
c_326.jpg,train-255
c_327.jpg,test-97
c_328.jpg,train-256
c_329.jpg,validation-84
c_33.jpg,train-257
c_330.jpg,train-258
c_331.jpg,test-98
c_332.jpg,validation-85
c_333.jpg,train-259
c_334.jpg,train-260
c_335.jpg,validation-86
c_336.jpg,validation-87
c_337.jpg,train-261
c_338.jpg,test-99
c_339.jpg,train-262
c_34.jpg,train-263
c_340.jpg,test-100
c_341.jpg,train-264
c_342.jpg,test-101
c_343.jpg,train-265
c_344.jpg,test-102
c_345.jpg,train-266
c_346.jpg,train-267
c_347.jpg,train-268
c_348.jpg,train-269
c_349.jpg,train-270
c_35.jpg,train-271
c_350.jpg,validation-88
c_351.jpg,validation-89
c_352.jpg,train-272
c_353.jpg,validation-90
c_354.jpg,validation-91
c_355.jpg,train-273
c_356.jpg,train-274
c_357.jpg,test-103
c_358.jpg,train-275
c_359.jpg,train-276
c_36.jpg,train-277
c_360.jpg,test-104
c_361.jpg,test-105
c_362.jpg,train-278
c_363.jpg,test-106
c_364.jpg,train-279
c_365.jpg,train-280
c_366.jpg,validation-92
c_367.jpg,train-281
c_368.jpg,test-107
c_369.jpg,test-108
c_37.jpg,train-282
c_370.jpg,train-283
c_371.jpg,validation-93
c_372.jpg,train-284
c_373.jpg,train-285
c_374.jpg,train-286
c_375.jpg,validation-94
c_376.jpg,train-287
c_377.jpg,test-109
c_378.jpg,validation-95
c_379.jpg,validation-96
c_38.jpg,train-288
c_380.jpg,train-289
c_381.jpg,train-290
c_382.jpg,train-291
c_383.jpg,test-110
c_384.jpg,train-292
c_385.jpg,train-293
c_386.jpg,test-111
c_387.jpg,train-294
c_388.jpg,validation-97
c_389.jpg,train-295
c_39.jpg,validation-98
c_390.jpg,train-296
c_391.jpg,train-297
c_392.jpg,train-298
c_393.jpg,validation-99
c_394.jpg,test-112
c_395.jpg,validation-100
c_396.jpg,train-299
c_397.jpg,train-300
c_398.jpg,test-113
c_399.jpg,train-301
c_4.jpg,train-302
c_40.jpg,train-303
c_400.jpg,train-304
c_401.jpg,train-305
c_402.jpg,validation-101
c_403.jpg,train-306
c_404.jpg,validation-102
c_405.jpg,train-307
c_406.jpg,train-308
c_407.jpg,train-309
c_408.jpg,validation-103
c_409.jpg,train-310
c_41.jpg,test-114
c_410.jpg,test-115
c_411.jpg,train-311
c_412.jpg,train-312
c_413.jpg,train-313
c_414.jpg,validation-104
c_415.jpg,train-314
c_416.jpg,test-116
c_417.jpg,test-117
c_418.jpg,train-315
c_419.jpg,train-316
c_42.jpg,train-317
c_420.jpg,train-318
c_421.jpg,validation-105
c_422.jpg,train-319
c_423.jpg,train-320
c_424.jpg,train-321
c_425.jpg,train-322
c_426.jpg,train-323
c_427.jpg,train-324
c_428.jpg,test-118
c_429.jpg,validation-106
c_43.jpg,validation-107
c_430.jpg,validation-108
c_431.jpg,test-119
c_432.jpg,train-325
c_433.jpg,train-326
c_434.jpg,train-327
c_435.jpg,train-328
c_436.jpg,train-329
c_437.jpg,train-330
c_438.jpg,validation-109
c_439.jpg,train-331
c_44.jpg,test-120
c_440.jpg,train-332
c_441.jpg,train-333
c_442.jpg,test-121
c_443.jpg,test-122
c_444.jpg,test-123
c_445.jpg,train-334
c_446.jpg,validation-110
c_447.jpg,train-335
c_448.jpg,validation-111
c_449.jpg,validation-112
c_45.jpg,test-124
c_450.jpg,validation-113
c_451.jpg,train-336
c_452.jpg,train-337
c_453.jpg,validation-114
c_454.jpg,train-338
c_455.jpg,train-339
c_456.jpg,validation-115
c_457.jpg,validation-116
c_458.jpg,train-340
c_459.jpg,train-341
c_46.jpg,test-125
c_460.jpg,train-342
c_461.jpg,train-343
c_462.jpg,train-344
c_463.jpg,train-345
c_464.jpg,train-346
c_465.jpg,train-347
c_466.jpg,test-126
c_467.jpg,train-348
c_468.jpg,train-349
c_469.jpg,train-350
c_47.jpg,test-127
c_470.jpg,train-351
c_471.jpg,train-352
c_472.jpg,train-353
c_473.jpg,validation-117
c_474.jpg,train-354
c_475.jpg,test-128
c_476.jpg,train-355
c_477.jpg,validation-118
c_478.jpg,validation-119
c_479.jpg,test-129
c_48.jpg,test-130
c_480.jpg,train-356
c_481.jpg,train-357
c_482.jpg,train-358
c_483.jpg,test-131
c_484.jpg,train-359
c_485.jpg,validation-120
c_486.jpg,train-360
c_487.jpg,validation-121
c_488.jpg,train-361
c_489.jpg,train-362
c_49.jpg,train-363
c_490.jpg,train-364
c_491.jpg,validation-122
c_492.jpg,validation-123
c_493.jpg,test-132
c_494.jpg,train-365
c_495.jpg,train-366
c_496.jpg,train-367
c_497.jpg,train-368
c_498.jpg,train-369
c_499.jpg,train-370
c_5.jpg,train-371
c_50.jpg,train-372
c_500.jpg,validation-124
c_501.jpg,train-373
c_502.jpg,validation-125
c_503.jpg,train-374
c_504.jpg,train-375
c_505.jpg,train-376
c_506.jpg,test-133
c_507.jpg,train-377
c_508.jpg,train-378
c_509.jpg,train-379
c_51.jpg,test-134
c_510.jpg,test-135
c_511.jpg,train-380
c_512.jpg,train-381
c_513.jpg,train-382
c_514.jpg,test-136
c_515.jpg,validation-126
c_516.jpg,test-137
c_517.jpg,validation-127
c_518.jpg,train-383
c_519.jpg,train-384
c_52.jpg,train-385
c_520.jpg,train-386
c_521.jpg,train-387
c_522.jpg,train-388
c_523.jpg,test-138
c_524.jpg,train-389
c_525.jpg,train-390
c_526.jpg,test-139
c_527.jpg,validation-128
c_528.jpg,train-391
c_529.jpg,train-392
c_53.jpg,train-393
c_530.jpg,train-394
c_531.jpg,validation-129
c_532.jpg,train-395
c_533.jpg,train-396
c_534.jpg,train-397
c_535.jpg,train-398
c_536.jpg,train-399
c_537.jpg,train-400
c_538.jpg,train-401
c_539.jpg,validation-130
c_54.jpg,validation-131
c_540.jpg,test-140
c_541.jpg,train-402
c_542.jpg,train-403
c_543.jpg,train-404
c_544.jpg,train-405
c_545.jpg,train-406
c_546.jpg,train-407
c_547.jpg,train-408
c_548.jpg,train-409
c_549.jpg,train-410
c_55.jpg,validation-132
c_550.jpg,validation-133
c_551.jpg,test-141
c_552.jpg,train-411
c_553.jpg,test-142
c_554.jpg,validation-134
c_555.jpg,train-412
c_556.jpg,train-413
c_557.jpg,test-143
c_558.jpg,test-144
c_559.jpg,test-145
c_56.jpg,test-146
c_560.jpg,validation-135
c_561.jpg,validation-136
c_562.jpg,train-414
c_563.jpg,train-415
c_564.jpg,validation-137
c_565.jpg,test-147
c_566.jpg,train-416
c_567.jpg,validation-138
c_568.jpg,train-417
c_569.jpg,train-418
c_57.jpg,test-148
c_570.jpg,test-149
c_571.jpg,test-150
c_572.jpg,test-151
c_573.jpg,train-419
c_574.jpg,test-152
c_575.jpg,train-420
c_576.jpg,train-421
c_577.jpg,train-422
c_578.jpg,validation-139
c_579.jpg,validation-140
c_58.jpg,train-423
c_580.jpg,train-424
c_581.jpg,train-425
c_582.jpg,test-153
c_583.jpg,train-426
c_584.jpg,train-427
c_585.jpg,validation-141
c_586.jpg,test-154
c_587.jpg,train-428
c_588.jpg,validation-142
c_589.jpg,train-429
c_59.jpg,validation-143
c_590.jpg,test-155
c_591.jpg,test-156
c_592.jpg,test-157
c_593.jpg,train-430
c_594.jpg,train-431
c_595.jpg,train-432
c_596.jpg,validation-144
c_597.jpg,train-433
c_598.jpg,train-434
c_599.jpg,validation-145
c_6.jpg,train-435
c_60.jpg,validation-146
c_600.jpg,train-436
c_601.jpg,train-437
c_602.jpg,validation-147
c_603.jpg,train-438
c_604.jpg,train-439
c_605.jpg,train-440
c_606.jpg,test-158
c_607.jpg,train-441
c_608.jpg,validation-148
c_609.jpg,train-442
c_61.jpg,train-443
c_610.jpg,validation-149
c_611.jpg,train-444
c_612.jpg,train-445
c_613.jpg,test-159
c_614.jpg,train-446
c_615.jpg,train-447
c_616.jpg,test-160
c_617.jpg,train-448
c_618.jpg,test-161
c_619.jpg,test-162
c_62.jpg,test-163
c_620.jpg,validation-150
c_621.jpg,train-449
c_622.jpg,validation-151
c_623.jpg,test-164
c_624.jpg,train-450
c_625.jpg,validation-152
c_626.jpg,test-165
c_627.jpg,train-451
c_628.jpg,test-166
c_629.jpg,test-167
c_63.jpg,train-452
c_630.jpg,test-168
c_631.jpg,test-169
c_632.jpg,train-453
c_633.jpg,train-454
c_634.jpg,validation-153
c_635.jpg,train-455
c_636.jpg,train-456
c_637.jpg,train-457
c_638.jpg,validation-154
c_639.jpg,validation-155
c_64.jpg,test-170
c_640.jpg,test-171
c_641.jpg,train-458
c_642.jpg,train-459
c_643.jpg,train-460
c_644.jpg,train-461
c_645.jpg,train-462
c_646.jpg,train-463
c_647.jpg,test-172
c_648.jpg,train-464
c_649.jpg,train-465
c_65.jpg,train-466
c_650.jpg,train-467
c_651.jpg,train-468
c_652.jpg,validation-156
c_653.jpg,test-173
c_654.jpg,train-469
c_655.jpg,train-470
c_656.jpg,validation-157
c_657.jpg,train-471
c_658.jpg,train-472
c_659.jpg,test-174
c_66.jpg,train-473
c_660.jpg,test-175
c_661.jpg,train-474
c_662.jpg,train-475
c_663.jpg,test-176
c_664.jpg,validation-158
c_665.jpg,validation-159
c_666.jpg,train-476
c_667.jpg,test-177
c_668.jpg,train-477
c_669.jpg,train-478
c_67.jpg,train-479
c_670.jpg,train-480
c_671.jpg,train-481
c_672.jpg,train-482
c_673.jpg,train-483
c_674.jpg,validation-160
c_675.jpg,train-484
c_676.jpg,test-178
c_677.jpg,test-179
c_678.jpg,train-485
c_679.jpg,validation-161
c_68.jpg,test-180
c_680.jpg,test-181
c_681.jpg,train-486
c_682.jpg,test-182
c_683.jpg,test-183
c_684.jpg,train-487
c_685.jpg,train-488
c_686.jpg,test-184
c_687.jpg,train-489
c_688.jpg,validation-162
c_689.jpg,test-185
c_69.jpg,train-490
c_690.jpg,train-491
c_691.jpg,validation-163
c_692.jpg,test-186
c_693.jpg,train-492
c_694.jpg,train-493
c_695.jpg,test-187
c_696.jpg,train-494
c_697.jpg,train-495
c_698.jpg,train-496
c_699.jpg,train-497
c_7.jpg,test-188
c_70.jpg,test-189
c_700.jpg,train-498
c_701.jpg,train-499
c_702.jpg,test-190
c_703.jpg,train-500
c_704.jpg,train-501
c_705.jpg,validation-164
c_706.jpg,validation-165
c_707.jpg,train-502
c_708.jpg,test-191
c_709.jpg,train-503
c_71.jpg,test-192
c_710.jpg,train-504
c_711.jpg,train-505
c_712.jpg,train-506
c_713.jpg,train-507
c_714.jpg,test-193
c_715.jpg,train-508
c_716.jpg,test-194
c_717.jpg,train-509
c_718.jpg,train-510
c_719.jpg,test-195
c_72.jpg,test-196
c_720.jpg,train-511
c_721.jpg,validation-166
c_722.jpg,validation-167
c_723.jpg,validation-168
c_724.jpg,train-512
c_725.jpg,validation-169
c_726.jpg,validation-170
c_727.jpg,train-513
c_728.jpg,train-514
c_729.jpg,test-197
c_73.jpg,train-515
c_730.jpg,test-198
c_731.jpg,train-516
c_732.jpg,test-199
c_733.jpg,train-517
c_734.jpg,validation-171
c_735.jpg,train-518
c_736.jpg,train-519
c_737.jpg,test-200
c_738.jpg,train-520
c_739.jpg,validation-172
c_74.jpg,train-521
c_740.jpg,train-522
c_741.jpg,validation-173
c_742.jpg,validation-174
c_743.jpg,train-523
c_744.jpg,test-201
c_745.jpg,validation-175
c_746.jpg,train-524
c_747.jpg,train-525
c_748.jpg,test-202
c_749.jpg,train-526
c_75.jpg,validation-176
c_750.jpg,train-527
c_751.jpg,train-528
c_752.jpg,train-529
c_753.jpg,train-530
c_754.jpg,train-531
c_755.jpg,train-532
c_756.jpg,validation-177
c_757.jpg,train-533
c_758.jpg,validation-178
c_759.jpg,train-534
c_76.jpg,test-203
c_760.jpg,train-535
c_761.jpg,train-536
c_762.jpg,validation-179
c_763.jpg,train-537
c_764.jpg,train-538
c_765.jpg,train-539
c_766.jpg,validation-180
c_767.jpg,validation-181
c_768.jpg,train-540
c_769.jpg,train-541
c_77.jpg,validation-182
c_770.jpg,train-542
c_771.jpg,train-543
c_772.jpg,validation-183
c_773.jpg,train-544
c_774.jpg,train-545
c_775.jpg,train-546
c_776.jpg,train-547
c_777.jpg,train-548
c_778.jpg,test-204
c_779.jpg,train-549
c_78.jpg,train-550
c_780.jpg,train-551
c_781.jpg,validation-184
c_782.jpg,train-552
c_783.jpg,train-553
c_784.jpg,train-554
c_785.jpg,test-205
c_786.jpg,train-555
c_787.jpg,validation-185
c_788.jpg,validation-186
c_789.jpg,train-556
c_79.jpg,test-206
c_790.jpg,train-557
c_791.jpg,test-207
c_792.jpg,test-208
c_793.jpg,validation-187
c_794.jpg,test-209
c_795.jpg,train-558
c_796.jpg,train-559
c_797.jpg,test-210
c_798.jpg,test-211
c_799.jpg,test-212
c_8.jpg,test-213
c_80.jpg,validation-188
c_800.jpg,validation-189
c_801.jpg,train-560
c_802.jpg,train-561
c_803.jpg,test-214
c_804.jpg,train-562
c_805.jpg,validation-190
c_806.jpg,validation-191
c_807.jpg,test-215
c_808.jpg,validation-192
c_809.jpg,train-563
c_81.jpg,train-564
c_810.jpg,train-565
c_811.jpg,train-566
c_812.jpg,train-567
c_813.jpg,train-568
c_814.jpg,train-569
c_815.jpg,train-570
c_816.jpg,test-216
c_817.jpg,validation-193
c_818.jpg,train-571
c_819.jpg,train-572
c_82.jpg,test-217
c_820.jpg,train-573
c_821.jpg,train-574
c_822.jpg,test-218
c_823.jpg,train-575
c_824.jpg,validation-194
c_825.jpg,train-576
c_826.jpg,validation-195
c_827.jpg,train-577
c_828.jpg,train-578
c_829.jpg,train-579
c_83.jpg,train-580
c_830.jpg,train-581
c_831.jpg,train-582
c_832.jpg,test-219
c_833.jpg,test-220
c_834.jpg,validation-196
c_835.jpg,validation-197
c_836.jpg,train-583
c_837.jpg,train-584
c_838.jpg,train-585
c_839.jpg,train-586
c_84.jpg,train-587
c_840.jpg,train-588
c_841.jpg,train-589
c_842.jpg,train-590
c_843.jpg,train-591
c_844.jpg,validation-198
c_845.jpg,test-221
c_846.jpg,train-592
c_847.jpg,train-593
c_848.jpg,train-594
c_849.jpg,train-595
c_85.jpg,train-596
c_850.jpg,train-597
c_851.jpg,validation-199
c_852.jpg,train-598
c_853.jpg,train-599
c_854.jpg,validation-200
c_855.jpg,train-600
c_856.jpg,test-222
c_857.jpg,train-601
c_858.jpg,test-223
c_859.jpg,train-602
c_86.jpg,validation-201
c_860.jpg,test-224
c_861.jpg,test-225
c_862.jpg,train-603
c_863.jpg,train-604
c_864.jpg,test-226
c_865.jpg,test-227
c_866.jpg,train-605
c_867.jpg,train-606
c_868.jpg,train-607
c_869.jpg,train-608
c_87.jpg,train-609
c_870.jpg,train-610
c_871.jpg,validation-202
c_872.jpg,test-228
c_873.jpg,train-611
c_874.jpg,test-229
c_875.jpg,train-612
c_876.jpg,train-613
c_877.jpg,train-614
c_878.jpg,train-615
c_879.jpg,test-230
c_88.jpg,train-616
c_880.jpg,validation-203
c_881.jpg,train-617
c_882.jpg,test-231
c_883.jpg,train-618
c_884.jpg,test-232
c_885.jpg,train-619
c_886.jpg,train-620
c_887.jpg,test-233
c_888.jpg,train-621
c_889.jpg,train-622
c_89.jpg,train-623
c_890.jpg,train-624
c_891.jpg,train-625
c_892.jpg,train-626
c_893.jpg,test-234
c_894.jpg,train-627
c_895.jpg,test-235
c_896.jpg,test-236
c_897.jpg,train-628
c_898.jpg,train-629
c_899.jpg,train-630
c_9.jpg,validation-204
c_90.jpg,train-631
c_900.jpg,train-632
c_901.jpg,train-633
c_902.jpg,validation-205
c_903.jpg,test-237
c_904.jpg,train-634
c_905.jpg,test-238
c_906.jpg,train-635
c_907.jpg,train-636
c_908.jpg,train-637
c_909.jpg,train-638
c_91.jpg,train-639
c_910.jpg,train-640
c_911.jpg,train-641
c_912.jpg,train-642
c_913.jpg,train-643
c_914.jpg,train-644
c_915.jpg,train-645
c_916.jpg,train-646
c_917.jpg,train-647
c_918.jpg,validation-206
c_919.jpg,test-239
c_92.jpg,train-648
c_920.jpg,train-649
c_921.jpg,train-650
c_922.jpg,train-651
c_923.jpg,train-652
c_924.jpg,train-653
c_925.jpg,validation-207
c_926.jpg,train-654
c_927.jpg,validation-208
c_928.jpg,train-655
c_929.jpg,test-240
c_93.jpg,validation-209
c_930.jpg,train-656
c_931.jpg,train-657
c_932.jpg,test-241
c_933.jpg,validation-210
c_934.jpg,train-658
c_935.jpg,test-242
c_936.jpg,train-659
c_937.jpg,test-243
c_938.jpg,train-660
c_939.jpg,train-661
c_94.jpg,test-244
c_940.jpg,validation-211
c_941.jpg,validation-212
c_942.jpg,train-662
c_943.jpg,validation-213
c_944.jpg,train-663
c_945.jpg,train-664
c_946.jpg,train-665
c_947.jpg,test-245
c_948.jpg,validation-214
c_949.jpg,train-666
c_95.jpg,train-667
c_950.jpg,train-668
c_951.jpg,validation-215
